"Time (s)","Position 1 (m)","Velocity 1 (m/s)","Acceleration 1 (m/s²)","Position 2 (m)","Velocity 2 (m/s)","Acceleration 2 (m/s²)"
0.05,-0.00343,-0.00247722222222,0.0294831790123,-0.0018865,-0.00438277777778,0.0419222222222
0.1,-0.0036015,-0.00138152777778,0.044674691358,-0.0022295,-0.00190555555556,0.0331090277778
0.15,-0.0036015,0.0008575,0.0645189351852,-0.002058,-0.000571666666667,0.0216915740741
0.2,-0.0036015,0.00419222222222,0.0875232253086,-0.0022295,-0.000381111111111,0.0194790123457
0.25,-0.0036015,0.0133388888889,0.044118904321,-0.0022295,0.00181027777778,0.010162962963
0.3,-0.001715,0.0129577777778,-0.0669061728395,-0.0018865,0.00123861111111,-0.00799274691358
0.35,-0.0015435,-0.000285833333333,-0.0599720679012,-0.002058,-0.000190555555555,-0.00629891975309
0.4,-0.002744,0.0025725,0.0260955246914,-0.002058,0.000666944444444,-0.00418163580247
0.45,-0.001372,0.00790805555556,0.0215962962963,-0.0018865,-9.52777777778E-05,-0.008575
0.5,-0.0015435,0.0060025,0.00185262345679,-0.002058,-0.0008575,-0.00243487654321
0.55,-0.001029,0.00743166666667,0.0434043209877,-0.002058,-0.000285833333333,0.00217021604938
0.6,0.0001715,-0.00219138888889,0.372536111111,-0.002058,-0.000190555555556,-9.40101162908E-16
0.65,-0.0025725,0.0216280555556,1.11083302469,-0.002058,-0.000285833333333,-0.00222314814815
0.7,-0.0012005,0.113285277778,1.71769953704,-0.002058,-0.0008575,0.00201141975309
0.75,0.007546,0.228857222222,1.62554475309,-0.0022295,-9.52777777778E-05,0.00651064814815
0.8,0.02401,0.301935277778,0.987501234568,-0.002058,0.000571666666667,-0.00158796296296
0.85,0.0403025,0.321848333333,0.396567283951,-0.002058,-0.000666944444445,-0.0030700617284
0.9,0.056595,0.325278333333,0.111792592593,-0.0022295,-0.000190555555556,0.0030700617284
0.95,0.072716,0.326231111111,0.00804567901235,-0.002058,0,0.00317592592593
1,0.0893515,0.324897222222,-0.0333472222222,-0.0022295,0.000190555555556,0.00169382716049
1.05,0.105301,0.321753055556,-0.0436160493827,-0.002058,0.000571666666667,-0.00587546296296
1.1,0.121422,0.320133333333,-0.0431925925926,-0.002058,-0.0008575,-0.00465802469136
1.15,0.1373715,0.317560833333,-0.0422927469136,-0.0022295,-0.000762222222222,0.0107452160494
1.2,0.1531495,0.315655277778,-0.0363643518519,-0.0022295,0.000952777777778,0.0127037037037
1.25,0.1689275,0.313940277778,-0.0308594135802,-0.002058,0.00133388888889,-0.000370524691359
1.3,0.184534,0.312511111111,-0.024825154321,-0.002058,0.000952777777778,-0.014450462963
1.35,0.2001405,0.311748888889,-0.0270483024691,-0.0018865,-0.0008575,-0.0169382716049
1.4,0.215747,0.310319722222,-0.0502854938272,-0.0022295,-0.00123861111111,-0.0173617283951
1.45,0.231182,0.308604722222,-0.142704938272,-0.002058,-0.000476388888889,-0.0809861111111
1.5,0.246617,0.3026975,-0.399108024691,-0.0022295,-0.00438277777778,-0.255609104938
1.55,0.2618805,0.281164722222,-0.875708641975,-0.0022295,-0.0173405555556,-0.566267592593
1.6,0.2769725,0.215994722222,-1.31684475309,-0.0018865,-0.0670755555556,-0.740731790123
1.65,0.285033,0.123289444444,-1.24199876543,-0.009261,-0.111665555556,-0.533767283951
1.7,0.287091,0.070315,-0.73358595679,-0.0149205,-0.122717777778,-0.248092746914
1.75,0.290178,0.0563091666667,-0.297478395062,-0.0214375,-0.129863611111,-0.0647359567901
1.8,0.292579,0.0527838888889,-0.10205308642,-0.0282975,-0.126814722222,0.0470566358025
1.85,0.295323,0.053165,-0.0910961419753,-0.0343,-0.1209075,0.0594427469136
1.9,0.298067,0.0486869444444,-0.195795833333,-0.040131,-0.119001944444,0.029112654321
1.95,0.300811,0.0327755555556,-0.284721759259,-0.0461335,-0.118716111111,0.00582253086419
2,0.301497,0.0138152777778,-0.251797993827,-0.0519645,-0.119478333333,0.00344058641975
2.05,0.3016685,0.0042875,-0.146780709877,-0.0581385,-0.1191925,0.0195848765432
2.1,0.3016685,0.000762222222222,-0.0621422839506,-0.0639695,-0.117191666667,0.0326591049383
2.15,0.3016685,9.52777777778E-05,-0.0182615740741,-0.0698005,-0.115857777778,0.0446217592593
2.2,0.3016685,0,-0.00232901234568,-0.0756315,-0.112904166667,0.0563726851852
2.25,0.3016685,9.52777777778E-05,0.00407577160494,-0.0811195,-0.109664722222,0.0556316358025
2.3,0.3016685,0.000381111111111,0.00793981481482,-0.0866075,-0.10633,0.0366819444444
2.35,0.3016685,0.00123861111111,0.00481682098766,-0.091581,-0.106044166667,0.0173087962963
2.4,0.30184,0.00123861111111,-0.00481682098766,-0.0972405,-0.105663055556,0.0176793209877
2.45,0.30184,0.000381111111111,-0.00799274691358,-0.102214,-0.104138611111,0.0201141975309
2.5,0.30184,9.52777777778E-05,-0.00471095679012,-0.1075305,-0.104329166667,0.0355703703704
2.55,0.30184,0,-0.00217021604938,-0.112847,-0.100994444444,0.0566902777778
2.6,0.30184,0,-0.00222314814815,-0.117649,-0.0972786111111,0.0533026234568
2.65,0.30184,-9.52777777778E-05,-0.00508148148148,-0.122451,-0.0954683333333,0.0436160493827
2.7,0.30184,-0.000381111111111,-0.00979243827161,-0.127253,-0.0930863888889,0.0349351851852
2.75,0.30184,-0.00133388888889,-0.00947484567901,-0.131712,-0.0916572222222,0.0224961419753
2.8,0.3016685,-0.00161972222222,-0.00317592592592,-0.1363425,-0.0915619444444,0.0236606481481
2.85,0.3016685,-0.00161972222222,0.00328179012346,-0.140973,-0.0895611111111,0.028212808642
2.9,0.301497,-0.00133388888889,0.0102158950617,-0.1452605,-0.0882272222222,0.018737962963
2.95,0.301497,-0.000381111111111,0.0134447530864,-0.149891,-0.0863216666667,-0.0126507716049
3,0.301497,9.52777777778E-05,0.014662191358,-0.153664,-0.0883225,-0.053937808642
3.05,0.301497,0.000762222222222,0.0193202160494,-0.1582945,-0.0968022222222,-0.00418163580247
3.1,0.301497,0.0025725,0.0131800925926,-0.1641255,-0.0917525,0.0973950617284
3.15,0.30184,0.00276305555556,-0.00481682098766,-0.167727,-0.0817483333333,0.108934259259
3.2,0.30184,0.001715,-0.0163030864198,-0.171843,-0.0786041666667,0.0733109567901
3.25,0.3020115,0.000476388888889,-0.0156149691358,-0.175616,-0.0756505555556,0.0480094135803
3.3,0.30184,0,-0.0099512345679,-0.179389,-0.0740308333333,0.0283716049383
3.35,0.3020115,-0.000285833333333,-0.00709290123457,-0.1829905,-0.0728875,0.0163030864198
3.4,0.30184,-0.000952777777777,-0.000741049382716,-0.186592,-0.0730780555556,0.0179969135802
3.45,0.30184,-0.000285833333333,0.00328179012345,-0.190365,-0.0721252777778,0.0377405864198
3.5,0.30184,-0.000190555555556,-5.29320987675E-05,-0.1939665,-0.0684094444444,0.0430867283951
3.55,0.30184,-0.000285833333333,-0.00365231481482,-0.1970535,-0.0669802777778,0.0327649691358
3.6,0.30184,-0.000952777777778,-0.00116450617284,-0.200655,-0.0658369444444,0.0308594135802
3.65,0.3016685,-0.000381111111111,0.00169382716049,-0.203742,-0.0633597222222,0.020749382716
3.7,0.30184,-0.000381111111111,-0.00164089506173,-0.206829,-0.0635502777778,0.0105334876543
3.75,0.3016685,-0.000952777777778,0.00148209876543,-0.2100875,-0.0637408333333,0.0262013888889
3.8,0.3016685,-0.000285833333333,0.00513441358025,-0.213346,-0.0613588888889,0.0494915123457
3.85,0.3016685,-9.52777777778E-05,0.00317592592593,-0.2162615,-0.0580241666667,0.0571666666667
3.9,0.3016685,0,0.00127037037037,-0.219177,-0.0544036111111,0.0402813271605
3.95,0.3016685,0,-0.000423456790123,-0.221578,-0.053165,0.00894552469136
4,0.3016685,-9.52777777778E-05,0.000423456790124,-0.224322,-0.0549752777778,0.00396990740741
4.05,0.3016685,-9.52777777778E-05,0.0041287037037,-0.2272375,-0.0541177777778,0.0240841049383
4.1,0.3016685,-0.000190555555556,0.0141328703704,-0.22981,-0.0518311111111,0.0331884259259
4.15,0.301497,0.00209611111111,0.00947484567901,-0.2323825,-0.0500208333333,0.0281069444444
4.2,0.3020115,0.00200083333333,-0.0159325617284,-0.2347835,-0.0487822222222,0.0177322530864
4.25,0.30184,-0.000571666666666,-0.0224961419753,-0.2371845,-0.0488775,0.0182615740741
4.3,0.30184,-0.00133388888889,-0.00899845679013,-0.239757,-0.0475436111111,0.0298007716049
4.35,0.3016685,-0.00133388888889,0.00439336419753,-0.2419865,-0.0453522222222,0.0337706790123
4.4,0.3016685,-0.000381111111111,0.00836327160494,-0.244216,-0.0441136111111,0.0358350308642
4.45,0.3016685,-9.52777777778E-05,0.00312299382716,-0.2464455,-0.0421127777778,0.0402283950617
4.5,0.3016685,-9.52777777778E-05,-0.00248780864197,-0.2485035,-0.0391591666667,0.0282657407407
4.55,0.3016685,-0.000381111111111,-0.00619305555556,-0.2502185,-0.0386827777778,0.00788688271605
4.6,0.3016685,-0.00114333333333,-0.00190555555556,-0.2522765,-0.0397308333333,0.0109040123457
4.65,0.301497,-0.000952777777778,0.00815154320988,-0.2543345,-0.0384922222222,0.0294302469136
4.7,0.301497,0.000476388888889,0.00486975308642,-0.256221,-0.0356338888889,0.0301712962963
4.75,0.3016685,-9.52777777778E-05,-0.00460509259259,-0.2577645,-0.0347763888889,0.018992037037
4.8,0.301497,-0.0008575,0.000502854938271,-0.259651,-0.0347763888889,0.024396404321
4.85,0.301497,-0.000190555555556,0.00928958333333,-0.261366,-0.0326802777778,0.0366660648148
4.9,0.301497,0.000285833333333,0.015133287037,-0.2629095,-0.0306985,0.0428273611111
4.95,0.301497,0.00138152777778,0.0196642746914,-0.264453,-0.0282498611111,0.0463314660494
5,0.3016685,0.00247722222222,0.0212257716049,-0.2656535,-0.0259155555556,0.0468025617284
