"Time (s)","Position 1 (m)","Velocity 1 (m/s)","Acceleration 1 (m/s²)","Position 2 (m)","Velocity 2 (m/s)","Acceleration 2 (m/s²)"
0.05,-0.0025725,0,-0.00413929012346,-0.003087,-0.00209611111111,0.0357291666667
0.1,-0.0025725,-0.000142916666667,-0.00578547839506,-0.0032585,-0.000333472222222,0.030568287037
0.15,-0.0025725,-0.000400166666667,-0.00779689814815,-0.0032585,0.00200083333333,0.0139581944444
0.2,-0.0025725,-0.00123861111111,-0.00464214506173,-0.0029155,0.00190555555556,-0.0137358796296
0.25,-0.002744,-0.00123861111111,0.00498091049383,-0.0029155,-0.000666944444444,-0.0180763117284
0.3,-0.002744,-0.000381111111111,0.00874438271605,-0.003087,-0.00152444444444,0.00555787037037
0.35,-0.002744,-9.52777777778E-05,0.00825740740741,-0.0032585,0.000762222222222,0.0157208333333
0.4,-0.002744,0.000190555555556,0.0111157407407,-0.0029155,0.001715,-0.00248780864197
0.45,-0.002744,0.000762222222222,0.0163560185185,-0.0029155,-0.000285833333333,-0.00926311728395
0.5,-0.002744,0.00247722222222,0.0100041666667,-0.003087,-9.52777777777E-05,-0.000476388888889
0.55,-0.002401,0.00247722222222,-0.00751635802469,-0.0029155,0,0.00492268518518
0.6,-0.002401,0.000762222222222,-0.00603425925926,-0.003087,0.000381111111111,0.00984537037037
0.65,-0.002401,0.000762222222222,0.0142916666667,-0.0029155,0.00133388888889,0.00603425925926
0.7,-0.002401,0.00209611111111,0.0316533950617,-0.0029155,0.00142916666667,-0.00635185185185
0.75,-0.002401,0.00647888888889,0.00502854938271,-0.002744,0.0008575,-0.0203259259259
0.8,-0.001372,0.00419222222222,-0.0430867283951,-0.002744,-0.00123861111111,-0.0209081790123
0.85,-0.001715,-0.00228666666667,-0.00910432098765,-0.0029155,-0.00228666666667,-0.00238194444444
0.9,-0.002058,9.52777777777E-05,0.0747930555556,-0.003087,-0.00133388888889,0.0132330246914
0.95,-0.002058,0.00809861111111,0.0983478395062,-0.003087,0.000285833333333,0.00799274691358
1,-0.001372,0.0177216666667,-0.0166206790123,-0.0029155,-0.000285833333333,-0.00232901234568
1.05,0.0008575,0.00705055555556,-0.137835185185,-0.003087,-0.00133388888889,0.00804567901234
1.1,-0.000686,-0.00543083333333,-0.0519263888889,-0.0032585,0.0008575,0.0120685185185
1.15,-0.0001715,-0.00619305555556,0.260320061728,-0.0029155,0.00152444444444,-0.0099512345679
1.2,-0.0012005,0.00323944444444,0.905350617284,-0.0029155,-0.0008575,-0.019849537037
1.25,-0.003087,0.0772702777778,1.61120015432,-0.003087,-0.00200083333333,-0.00386404320988
1.3,0.0039445,0.197606111111,1.65523966049,-0.0032585,-0.000762222222222,0.00651064814815
1.35,0.0190365,0.276400833333,1.03000570988,-0.003087,-0.000476388888889,0.00269953703704
1.4,0.0344715,0.297647777778,0.389527314815,-0.0032585,-0.000952777777778,0.00492268518518
1.45,0.049392,0.297838333333,0.0661651234568,-0.0032585,-0.000190555555556,0.00984537037037
1.5,0.064141,0.295170555556,-0.0324473765432,-0.0032585,0.000285833333333,0.00984537037037
1.55,0.07889,0.292788611111,-0.0520851851852,-0.0032585,0.00114333333333,0.00349351851852
1.6,0.0934675,0.289835,-0.0551552469136,-0.003087,0.000952777777778,-0.00751635802469
1.65,0.1078735,0.286881388889,-0.0497561728395,-0.003087,-0.000476388888889,-0.00328179012346
1.7,0.122108,0.284785277778,-0.0433513888889,-0.0032585,0.000190555555556,0.00820447530864
1.75,0.1363425,0.282879722222,-0.0430867283951,-0.003087,0.00114333333333,0.00651064814815
1.8,0.1504055,0.280783611111,-0.0481682098765,-0.003087,0.00123861111111,-0.00232901234568
1.85,0.1644685,0.277925277778,-0.0511853395062,-0.0029155,0.000476388888889,-0.00518734567901
1.9,0.1781885,0.275162222222,-0.0458921296296,-0.003087,0.000381111111111,-0.00269953703704
1.95,0.1919085,0.273637777778,-0.044674691358,-0.0029155,0.000762222222222,-0.00788688271605
